OBJECT_ID,OBJECT_NAME,NORAD_CAT_ID,COUNTRY,PERIOD,INCLINATION,APOGEE,PERIGEE,RCS_SIZE,RCSVALUE,LAUNCH,COMMENT
"2017-039K","IRIDIUM 121","42812","US","100.40","86.39","779","776","LARGE","0","2017-06-25",""
"2017-039J","IRIDIUM 128","42811","US","100.40","86.40","780","775","LARGE","0","2017-06-25",""
"2017-039H","IRIDIUM 124","42810","US","99.77","86.45","749","746","LARGE","0","2017-06-25",""
"2017-039G","IRIDIUM 126","42809","US","100.40","86.39","779","776","LARGE","0","2017-06-25",""
"2017-039F","IRIDIUM 117","42808","US","100.40","86.39","779","776","LARGE","0","2017-06-25",""
"2017-039E","IRIDIUM 118","42807","US","100.40","86.39","779","776","LARGE","0","2017-06-25",""
"2017-039D","IRIDIUM 115","42806","US","99.77","86.45","750","745","LARGE","0","2017-06-25",""
"2017-039C","IRIDIUM 120","42805","US","100.40","86.39","780","776","LARGE","0","2017-06-25",""
"2017-039B","IRIDIUM 123","42804","US","100.40","86.39","779","776","LARGE","0","2017-06-25",""
"2017-039A","IRIDIUM 113","42803","US","100.40","86.39","780","776","LARGE","0","2017-06-25",""
"2017-038A","BULGARIASAT-1","42801","BGR","1436.09","0.06","35798","35775","LARGE","0","2017-06-23",""
"2017-037C","SL-4 R/B","42800","CIS","91.29","98.07","414","261","LARGE","0","2017-06-23",""
"2017-037A","COSMOS 2519","42798","CIS","93.75","97.82","605","311","LARGE","0","2017-06-23",""
"2017-036AJ","PSLV DEB","42797","IND","90.64","97.40","313","298","SMALL","0","2017-06-23",""
"2017-036AG","TYVAK 53B","42795","US","94.50","97.32","498","491","SMALL","0","2017-06-23",""
"2017-036AF","DSAT","42794","IT","96.57","97.53","684","505","SMALL","0","2017-06-23",""
"2017-036AE","CICERO 6","42793","US","94.57","97.34","505","490","MEDIUM","0","2017-06-23",""
"2017-036AD","ROBUSTA 1B","42792","FR","94.54","97.34","504","488","SMALL","0","2017-06-23",""
"2017-036AC","VENTA 1","42791","CIS","94.55","97.34","505","489","MEDIUM","0","2017-06-23",""
"2017-036AB","VZLUSAT 1","42790","CZCH","94.50","97.34","503","487","SMALL","0","2017-06-23",""
"2017-036AA","SKCUBE","42789","CZCH","94.55","97.34","505","488","SMALL","0","2017-06-23",""
"2017-036Z","SUCHAI","42788","CHLE","94.54","97.34","505","488","SMALL","0","2017-06-23",""
"2017-036Y","NUDTSAT","42787","PRC","94.50","97.34","502","487","SMALL","0","2017-06-23",""
"2017-036X","DIAMOND BLUE","42786","UK","94.59","97.34","507","490","SMALL","0","2017-06-23",""
"2017-036W","DIAMOND GREEN","42785","UK","94.59","97.34","507","490","SMALL","0","2017-06-23",""
"2017-036V","PEGASUS","42784","ASRA","94.57","97.34","506","489","SMALL","0","2017-06-23",""
"2017-036U","DIAMOND RED","42783","UK","94.59","97.34","507","490","SMALL","0","2017-06-23",""
"2017-036T","LEMUR 2 MCPEAKE","42782","US","94.53","97.34","504","487","SMALL","0","2017-06-23",""
"2017-036S","LEMUR 2 SAM-AMELIA","42781","US","94.53","97.34","505","487","SMALL","0","2017-06-23",""
"2017-036R","LEMUR 2 LISASAURUS","42780","US","94.55","97.34","505","488","SMALL","0","2017-06-23",""
"2017-036Q","LEMUR 2 LYNSEY-SYMO","42779","US","94.50","97.34","503","486","SMALL","0","2017-06-23",""
"2017-036P","MAX VALIER SAT","42778","IT","94.60","97.34","508","490","MEDIUM","0","2017-06-23",""
"2017-036N","COMPASS 2","42777","GER","94.54","97.34","505","487","SMALL","0","2017-06-23",""
"2017-036M","URSA MAIOR","42776","IT","94.64","97.34","511","491","SMALL","0","2017-06-23",""
"2017-036L","AALTO 1","42775","FIN","94.64","97.34","511","491","SMALL","0","2017-06-23",""
"2017-036K","LEMUR 2 KUNGFOO","42774","US","94.58","97.34","508","488","SMALL","0","2017-06-23",""
"2017-036J","LEMUR 2 LUCYBRYCE","42773","US","94.58","97.34","508","488","SMALL","0","2017-06-23",""
"2017-036H","LEMUR 2 XUENITERENCE","42772","US","94.58","97.34","508","488","SMALL","0","2017-06-23",""
"2017-036G","LEMUR 2 SHAINAJOHL","42771","US","94.59","97.34","509","488","SMALL","0","2017-06-23",""
"2017-036E","CE-SAT 1","42769","JPN","94.69","97.34","514","494","MEDIUM","0","2017-06-23",""
"2017-036D","LITUANICASAT 2","42768","LTU","94.54","97.34","507","486","SMALL","0","2017-06-23",""
"2017-036C","CARTOSAT 2E","42767","IND","94.78","97.46","514","502","LARGE","0","2017-06-23",""
"2017-036B","NIUSAT","42766","IND","94.66","97.34","513","491","MEDIUM","0","2017-06-23",""
"2017-036A","UCLSAT","42765","UK","94.55","97.34","505","489","SMALL","0","2017-06-23",""
"2017-035B","CZ-3B R/B","42764","PRC","206.89","25.66","10248","171","LARGE","0","2017-06-18",""
"2017-035A","CHINASAT 9A","42763","PRC","1436.04","0.05","35795","35776","LARGE","0","2017-06-18",""
"2017-034D","ZHUHAI-1 01","42761","PRC","95.38","43.02","546","528","MEDIUM","0","2017-06-15",""
"2017-034C","NUSAT-3","42760","ARGN","95.36","43.02","544","528","MEDIUM","0","2017-06-15",""
"2017-034B","ZHUHAI-1 02","42759","PRC","95.39","43.02","546","528","MEDIUM","0","2017-06-15",""
"2017-034A","HXMT","42758","PRC","95.45","43.02","549","532","LARGE","0","2017-06-15",""
"2017-019E","LEMUR 2 SPIROVISION","42755","US","94.00","51.64","477","463","SMALL","0","2017-04-18",""
"2017-019D","LEMUR 2 ROBMOORE","42754","US","94.08","51.64","481","467","SMALL","0","2017-04-18",""
"2017-019C","LEMUR 2 JENNYBARNA","42753","US","94.00","51.64","477","464","SMALL","0","2017-04-18",""
"2017-019B","LEMUR 2 ANGELA","42752","US","94.07","51.64","481","467","MEDIUM","0","2017-04-18",""
"2017-032C","BREEZE-M DEB (TANK)","42751","CIS","232.09","49.69","11934","330","LARGE","0","2017-06-08",""
"2017-032B","BREEZE-M R/B","42750","CIS","636.15","30.85","34510","1737","LARGE","0","2017-06-08",""
"2017-032A","ECHOSTAR 21","42749","US","1436.05","5.99","35797","35774","SMALL","0","2017-06-08",""
"2017-031A","GSAT 19","42747","IND","1436.10","0.06","35795","35778","LARGE","0","2017-06-05",""
"2017-029D","ARIANE 5 DEB (SYLDA)","42743","FR","604.85","6.01","34363","263","LARGE","0","2017-06-01",""
"2017-029C","ARIANE 5 R/B","42742","FR","629.60","5.95","35632","278","LARGE","0","2017-06-01",""
"2017-029B","EUTELSAT 172B","42741","EUTE","1436.09","0.02","35787","35786","LARGE","0","2017-06-01",""
"2017-029A","VIASAT 2","42740","US","1436.09","0.02","35788","35785","LARGE","0","2017-06-01",""
"2017-028B","H-2A R/B","42739","JPN","622.46","32.10","35234","308","LARGE","0","2017-06-01",""
"2017-028A","QZS-2","42738","JPN","1436.29","43.41","38946","32634","SMALL","0","2017-06-01",""
"1998-067MF","NSIGHT-1","42726","SAFR","91.34","51.63","344","337","SMALL","0","1998-11-20",""
"2017-027B","FREGAT R/B","42720","CIS","713.15","63.66","37842","2284","LARGE","0","2017-05-25",""
"2017-027A","COSMOS 2518","42719","CIS","718.41","63.30","38035","2351","LARGE","0","2017-05-25",""
"1998-067LS","ALTAIR PATHFINDER","42711","US","90.37","51.63","296","290","MEDIUM","0","1998-11-20",""
"2017-026B","FREGAT R/B","42710","CIS","586.72","6.65","31309","2366","LARGE","0","2017-05-18",""
"2017-026A","SES 15","42709","SES","1436.13","0.02","35789","35786","LARGE","0","2017-05-18",""
"2017-025B","FALCON 9 R/B","42699","US","1399.33","21.65","69808","319","LARGE","0","2017-05-15",""
"2017-025A","INMARSAT 5-F4","42698","IM","1436.11","0.02","35790","35783","LARGE","0","2017-05-15",""
"2017-024A","GSAT 9","42695","IND","1436.11","0.06","35797","35777","LARGE","0","2017-05-05",""
"2017-023D","ARIANE 5 DEB (SYLDA)","42694","FR","545.60","3.95","31248","231","LARGE","0","2017-05-04",""
"2017-023C","ARIANE 5 R/B","42693","FR","625.75","4.06","35461","251","LARGE","0","2017-05-04",""
"2017-023B","SGDC","42692","BRAZ","1436.10","0.04","35797","35777","LARGE","0","2017-05-04",""
"2017-023A","KOREASAT 7","42691","SKOR","1436.10","0.02","35794","35779","LARGE","0","2017-05-04",""
"2017-022B","FALCON 9 R/B","42690","US","","","","","","0","2017-05-01","NO ELEMENTS AVAILABLE"
"2017-022A","USA 276","42689","US","92.44","50.01","402","386","","0","2017-05-01",""
"2016-049E","GAOFEN 3 DEB","42680","PRC","99.87","98.39","765","740","SMALL","0","2016-08-09",""
"2016-049D","GAOFEN 3 DEB","42679","PRC","99.64","98.40","746","736","SMALL","0","2016-08-09",""
"2016-049C","GAOFEN 3 DEB","42678","PRC","99.63","98.40","747","735","SMALL","0","2016-08-09",""
"2016-029C","YAOGAN 30 DEB","42677","PRC","101.31","97.99","1008","634","SMALL","0","2016-05-15",""
"2016-029B","YAOGAN 30 DEB","42676","PRC","101.24","98.10","1004","631","SMALL","0","2016-05-15",""
"2016-012T","ASTRO H DEB","42675","JPN","95.30","31.01","538","529","SMALL","0","2016-02-17",""
"2016-012S","ASTRO H DEB","42674","JPN","95.20","31.00","533","523","SMALL","0","2016-02-17",""
"2015-069F","YAOGAN 29 DEB","42673","PRC","96.97","97.97","617","610","SMALL","0","2015-11-26",""
"2015-069E","CZ-4C DEB","42672","PRC","98.73","98.06","812","583","SMALL","0","2015-11-26",""
"2015-069D","CZ-4C DEB","42671","PRC","98.98","97.97","825","595","SMALL","0","2015-11-26",""
"2015-069C","CZ-4C DEB","42670","PRC","95.58","97.81","611","482","SMALL","0","2015-11-26",""
"1991-050T","ERS 1 DEB","42669","ESA","100.02","98.50","782","737","SMALL","0","1991-07-17",""
"1968-012G","TRANSIT 18 DEB","42668","US","104.45","89.97","1058","879","SMALL","0","1968-03-02",""
"1966-041J","TRANSIT 13 DEB","42667","US","99.99","90.11","786","730","SMALL","0","1966-05-19",""
"1963-049P","TRANSIT 5B-2 DEB","42666","US","104.41","89.91","1037","897","SMALL","0","1963-12-05",""
"1961-028L","MIDAS 4 DEB","42665","US","165.34","95.82","4517","2685","MEDIUM","0","1961-10-21",""
"1961-028K","MIDAS 4 DEB","42664","US","165.71","95.85","3944","3286","MEDIUM","0","1961-10-21",""
"2017-018B","CZ-3B R/B","42663","PRC","687.77","20.86","38645","218","LARGE","0","2017-04-12",""
"2017-018A","CHINASAT 16","42662","PRC","1436.14","0.06","35816","35759","LARGE","0","2017-04-12",""
"1975-052MW","DELTA 1 DEB","42661","US","100.17","98.56","770","763","SMALL","0","1975-06-12",""
"1975-052MV","DELTA 1 DEB","42660","US","103.13","99.49","1119","694","SMALL","0","1975-06-12",""
"1975-052MU","DELTA 1 DEB","42659","US","97.68","98.37","648","647","SMALL","0","1975-06-12",""
"1975-052MT","DELTA 1 DEB","42658","US","114.21","99.80","1757","1082","SMALL","0","1975-06-12",""
"1975-052MS","DELTA 1 DEB","42657","US","106.34","99.86","1091","1024","SMALL","0","1975-06-12",""
"1975-052MR","DELTA 1 DEB","42656","US","107.99","99.87","1186","1081","SMALL","0","1975-06-12",""
"1975-052MQ","DELTA 1 DEB","42655","US","111.02","99.61","1713","834","SMALL","0","1975-06-12",""
"1975-052MP","DELTA 1 DEB","42654","US","111.50","99.67","1507","1085","SMALL","0","1975-06-12",""
"1975-052MN","DELTA 1 DEB","42653","US","108.22","99.84","1196","1092","SMALL","0","1975-06-12",""
"1975-052MM","DELTA 1 DEB","42652","US","108.09","99.81","1194","1083","SMALL","0","1975-06-12",""
"1975-052ML","DELTA 1 DEB","42651","US","107.42","99.30","1226","988","SMALL","0","1975-06-12",""
"1975-052MK","DELTA 1 DEB","42650","US","107.46","99.61","1288","930","SMALL","0","1975-06-12",""
"1975-052MJ","DELTA 1 DEB","42649","US","107.58","100.04","1142","1087","SMALL","0","1975-06-12",""
"1975-052MH","DELTA 1 DEB","42648","US","108.15","99.76","1329","952","SMALL","0","1975-06-12",""
"1975-052MG","DELTA 1 DEB","42647","US","108.09","99.84","1188","1089","SMALL","0","1975-06-12",""
"1975-052MF","DELTA 1 DEB","42646","US","107.84","99.91","1168","1086","SMALL","0","1975-06-12",""
"1975-052ME","DELTA 1 DEB","42645","US","111.63","99.67","1509","1095","SMALL","0","1975-06-12",""
"1975-052MD","DELTA 1 DEB","42644","US","109.36","99.60","1318","1076","SMALL","0","1975-06-12",""
"1975-052MC","DELTA 1 DEB","42643","US","111.78","99.72","1536","1082","SMALL","0","1975-06-12",""
"1975-052MB","DELTA 1 DEB","42642","US","108.20","99.67","1201","1086","SMALL","0","1975-06-12",""
"1975-052MA","DELTA 1 DEB","42641","US","107.89","99.63","1175","1083","SMALL","0","1975-06-12",""
"1975-052LZ","DELTA 1 DEB","42640","US","107.26","99.80","1265","935","SMALL","0","1975-06-12",""
"1975-052LY","DELTA 1 DEB","42639","US","108.17","99.93","1195","1089","SMALL","0","1975-06-12",""
"1975-052LX","DELTA 1 DEB","42638","US","106.11","99.75","1080","1013","SMALL","0","1975-06-12",""
"1975-052LW","DELTA 1 DEB","42637","US","109.28","99.75","1299","1088","SMALL","0","1975-06-12",""
"1975-052LV","DELTA 1 DEB","42636","US","109.03","99.75","1281","1083","SMALL","0","1975-06-12",""
"1975-052LU","DELTA 1 DEB","42635","US","106.21","99.91","1084","1018","SMALL","0","1975-06-12",""
"1975-052LT","DELTA 1 DEB","42634","US","107.97","99.95","1180","1085","SMALL","0","1975-06-12",""
"1975-052LS","DELTA 1 DEB","42633","US","108.77","99.70","1267","1074","SMALL","0","1975-06-12",""
"1975-052LR","DELTA 1 DEB","42632","US","113.45","99.59","1691","1079","SMALL","0","1975-06-12",""
"1975-052LQ","DELTA 1 DEB","42631","US","106.22","99.91","1084","1019","SMALL","0","1975-06-12",""
"1975-052LP","DELTA 1 DEB","42630","US","99.57","99.91","845","631","SMALL","0","1975-06-12",""
"1975-052LN","DELTA 1 DEB","42629","US","108.23","99.75","1201","1089","SMALL","0","1975-06-12",""
"1974-089GV","THORAD DELTA 1 DEB","42628","US","119.33","101.11","1858","1444","SMALL","0","1974-11-15",""
"1974-089GU","THORAD DELTA 1 DEB","42627","US","114.55","101.43","1486","1384","SMALL","0","1974-11-15",""
"1974-089GT","THORAD DELTA 1 DEB","42626","US","114.40","101.39","1525","1331","SMALL","0","1974-11-15",""
"1974-089GS","THORAD DELTA 1 DEB","42625","US","115.81","101.73","1496","1488","SMALL","0","1974-11-15",""
"1974-089GR","THORAD DELTA 1 DEB","42624","US","113.05","101.15","1415","1317","SMALL","0","1974-11-15",""
"1974-089GQ","THORAD DELTA 1 DEB","42623","US","115.78","101.97","1546","1435","SMALL","0","1974-11-15",""
"1974-089GP","THORAD DELTA 1 DEB","42622","US","117.64","101.48","1697","1452","SMALL","0","1974-11-15",""
"1974-089GN","THORAD DELTA 1 DEB","42621","US","121.51","101.01","2053","1443","SMALL","0","1974-11-15",""
"1974-089GM","THORAD DELTA 1 DEB","42620","US","117.76","101.09","1699","1461","SMALL","0","1974-11-15",""
"1974-089GL","THORAD DELTA 1 DEB","42619","US","107.67","102.07","1264","974","SMALL","0","1974-11-15",""
"1974-089GK","THORAD DELTA 1 DEB","42618","US","116.74","102.08","1570","1498","SMALL","0","1974-11-15",""
"1974-089GJ","THORAD DELTA 1 DEB","42617","US","118.11","101.48","1742","1451","SMALL","0","1974-11-15",""
"1974-089GH","THORAD DELTA 1 DEB","42616","US","124.26","101.39","2283","1459","SMALL","0","1974-11-15",""
"1974-089GG","THORAD DELTA 1 DEB","42615","US","114.29","101.45","1485","1361","SMALL","0","1974-11-15",""
"1974-089GF","THORAD DELTA 1 DEB","42614","US","114.55","101.79","1464","1407","SMALL","0","1974-11-15",""
"1974-089GE","THORAD DELTA 1 DEB","42613","US","115.78","101.96","1543","1438","SMALL","0","1974-11-15",""
"1974-089GD","THORAD DELTA 1 DEB","42612","US","113.44","101.33","1452","1317","SMALL","0","1974-11-15",""
"1974-089GC","THORAD DELTA 1 DEB","42611","US","117.38","101.13","1668","1458","SMALL","0","1974-11-15",""
"1974-089GB","THORAD DELTA 1 DEB","42610","US","116.12","101.38","1569","1444","SMALL","0","1974-11-15",""
"1974-089GA","THORAD DELTA 1 DEB","42609","US","113.70","101.13","1436","1356","SMALL","0","1974-11-15",""
"1974-089FZ","THORAD DELTA 1 DEB","42608","US","117.27","102.19","1617","1499","SMALL","0","1974-11-15",""
"1974-089FY","THORAD DELTA 1 DEB","42607","US","100.92","101.89","833","772","SMALL","0","1974-11-15",""
"1974-089FX","THORAD DELTA 1 DEB","42606","US","113.25","102.14","1518","1233","SMALL","0","1974-11-15",""
"1974-089FW","THORAD DELTA 1 DEB","42605","US","117.17","101.54","1653","1454","SMALL","0","1974-11-15",""
"1974-089FV","THORAD DELTA 1 DEB","42604","US","124.49","102.98","2362","1400","SMALL","0","1974-11-15",""
"1974-089FU","THORAD DELTA 1 DEB","42603","US","118.37","100.90","1776","1440","SMALL","0","1974-11-15",""
"1974-089FT","THORAD DELTA 1 DEB","42602","US","119.01","101.40","1895","1378","SMALL","0","1974-11-15",""
"1974-089FS","THORAD DELTA 1 DEB","42601","US","110.41","101.48","1486","1005","SMALL","0","1974-11-15",""
"1974-089FR","THORAD DELTA 1 DEB","42600","US","115.07","101.57","1500","1417","SMALL","0","1974-11-15",""
"1974-089FQ","THORAD DELTA 1 DEB","42599","US","114.14","101.56","1455","1378","SMALL","0","1974-11-15",""
"1974-089FP","THORAD DELTA 1 DEB","42598","US","116.05","102.77","1652","1354","SMALL","0","1974-11-15",""
"1974-089FN","THORAD DELTA 1 DEB","42597","US","113.53","101.28","1543","1234","SMALL","0","1974-11-15",""
"1974-089FM","THORAD DELTA 1 DEB","42596","US","117.49","101.57","1683","1453","SMALL","0","1974-11-15",""
"1974-089FL","THORAD DELTA 1 DEB","42595","US","115.54","101.57","1512","1448","SMALL","0","1974-11-15",""
"1974-089FK","THORAD DELTA 1 DEB","42594","US","117.84","100.87","1714","1453","SMALL","0","1974-11-15",""
"1974-089FJ","THORAD DELTA 1 DEB","42593","US","121.74","101.20","2059","1458","SMALL","0","1974-11-15",""
"1974-089CW","THORAD DELTA 1 DEB","42592","US","115.20","101.54","1490","1439","SMALL","0","1974-11-15",""
"1974-089BV","THORAD DELTA 1 DEB","42591","US","116.72","101.60","1624","1443","SMALL","0","1974-11-15",""
"1973-086JE","DELTA 1 DEB","42590","US","113.50","101.11","1433","1341","SMALL","0","1973-11-06",""
"1973-086JD","DELTA 1 DEB","42589","US","110.27","102.54","1482","996","SMALL","0","1973-11-06",""
"1973-086JC","DELTA 1 DEB","42588","US","116.52","102.15","1578","1471","SMALL","0","1973-11-06",""
"1973-086JB","DELTA 1 DEB","42587","US","117.81","102.28","1658","1507","SMALL","0","1973-11-06",""
"1973-086JA","DELTA 1 DEB","42586","US","116.58","102.25","1552","1502","SMALL","0","1973-11-06",""
"1973-086HZ","DELTA 1 DEB","42585","US","111.91","101.96","1502","1126","SMALL","0","1973-11-06",""
"1973-086HY","DELTA 1 DEB","42584","US","116.43","102.18","1536","1505","SMALL","0","1973-11-06",""
"1973-086HX","DELTA 1 DEB","42583","US","116.73","101.96","1611","1457","SMALL","0","1973-11-06",""
"1973-086HW","DELTA 1 DEB","42582","US","115.67","101.60","1496","1475","SMALL","0","1973-11-06",""
"1973-086HV","DELTA 1 DEB","42581","US","113.66","102.18","1440","1348","SMALL","0","1973-11-06",""
"1973-086HU","DELTA 1 DEB","42580","US","104.72","101.44","1031","932","SMALL","0","1973-11-06",""
"1973-086HT","DELTA 1 DEB","42579","US","117.42","102.33","1629","1501","SMALL","0","1973-11-06",""
"1973-086HS","DELTA 1 DEB","42578","US","127.50","100.78","2715","1311","SMALL","0","1973-11-06",""
"1973-086HR","DELTA 1 DEB","42577","US","113.38","101.15","1436","1327","SMALL","0","1973-11-06",""
"1973-086HQ","DELTA 1 DEB","42576","US","112.86","102.26","1591","1125","SMALL","0","1973-11-06",""
"1973-086HP","DELTA 1 DEB","42575","US","111.96","103.24","1561","1072","SMALL","0","1973-11-06",""
"1973-086HN","DELTA 1 DEB","42574","US","115.52","101.78","1498","1460","SMALL","0","1973-11-06",""
"1973-086HM","DELTA 1 DEB","42573","US","115.62","101.91","1516","1451","SMALL","0","1973-11-06",""
"1973-086HL","DELTA 1 DEB *","42572","US","114.94","101.68","1909","997","SMALL","0","1973-11-06",""
"1972-058KE","DELTA 1 DEB *","42571","US","94.06","99.00","477","469","SMALL","0","1972-07-23",""
"1972-058KD","DELTA 1 DEB","42570","US","98.67","98.39","698","692","SMALL","0","1972-07-23",""
"1972-058KC","DELTA 1 DEB *","42569","US","107.65","98.86","1393","843","SMALL","0","1972-07-23",""
"1972-058KB","DELTA 1 DEB *","42568","US","101.61","98.86","855","814","SMALL","0","1972-07-23",""
"1972-058KA","DELTA 1 DEB","42567","US","98.54","98.61","776","602","SMALL","0","1972-07-23",""
"1972-058JZ","DELTA 1 DEB","42566","US","106.01","98.14","1412","671","SMALL","0","1972-07-23",""
"1972-058JY","DELTA 1 DEB *","42565","US","99.14","98.00","744","691","SMALL","0","1972-07-23",""
"1972-058JX","DELTA 1 DEB *","42564","US","102.97","99.05","970","828","SMALL","0","1972-07-23",""
"1972-058JW","DELTA 1 DEB *","42563","US","104.89","98.84","1177","802","SMALL","0","1972-07-23",""
"1972-058JV","DELTA 1 DEB","42562","US","99.38","98.71","847","611","SMALL","0","1972-07-23",""
"1972-058JU","DELTA 1 DEB *","42561","US","110.35","98.90","1606","879","SMALL","0","1972-07-23",""
"1972-058JT","DELTA 1 DEB *","42560","US","99.56","97.97","809","666","SMALL","0","1972-07-23",""
"1972-058JS","DELTA 1 DEB *","42559","US","95.55","98.20","549","542","SMALL","0","1972-07-23",""
"1972-058JR","DELTA 1 DEB *","42558","US","98.58","97.90","721","661","SMALL","0","1972-07-23",""
"1972-058JQ","DELTA 1 DEB *","42557","US","100.79","98.88","805","787","SMALL","0","1972-07-23",""
"1972-058JP","DELTA 1 DEB","42556","US","102.23","98.44","1089","639","SMALL","0","1972-07-23",""
"1972-058JN","DELTA 1 DEB *","42555","US","98.13","97.92","679","660","SMALL","0","1972-07-23",""
"1970-025TL","THORAD AGENA D DEB","42554","US","104.63","100.08","1006","948","SMALL","0","1970-04-08",""
"1970-025TK","THORAD AGENA D DEB","42553","US","109.88","100.33","1319","1124","SMALL","0","1970-04-08",""
"1970-025TJ","THORAD AGENA D DEB","42552","US","107.68","99.39","1259","980","SMALL","0","1970-04-08",""
"1970-025TH","THORAD AGENA D DEB","42551","US","103.37","100.00","931","904","SMALL","0","1970-04-08",""
"1970-025TG","THORAD AGENA D DEB","42550","US","102.19","99.38","878","846","SMALL","0","1970-04-08",""
"1970-025TF","THORAD AGENA D DEB","42549","US","105.99","99.42","1184","898","SMALL","0","1970-04-08",""
"1970-025TE","THORAD AGENA D DEB","42548","US","102.07","99.58","907","806","SMALL","0","1970-04-08",""
"1970-025TD","THORAD AGENA D DEB","42547","US","104.47","100.17","980","960","SMALL","0","1970-04-08",""
"1970-025TC","THORAD AGENA D DEB","42546","US","105.83","100.03","1075","992","SMALL","0","1970-04-08",""
"1970-025TB","THORAD AGENA D DEB","42545","US","101.57","99.93","839","827","SMALL","0","1970-04-08",""
"1970-025TA","THORAD AGENA D DEB","42544","US","99.67","98.71","798","688","SMALL","0","1970-04-08",""
"1970-025SZ","THORAD AGENA D DEB","42543","US","108.65","99.93","1301","1028","SMALL","0","1970-04-08",""
"1970-025SY","THORAD AGENA D DEB","42542","US","102.56","99.14","960","799","SMALL","0","1970-04-08",""
"1970-025SX","THORAD AGENA D DEB","42541","US","105.05","100.06","1021","972","SMALL","0","1970-04-08",""
"1970-025SW","THORAD AGENA D DEB","42540","US","93.32","99.08","443","432","SMALL","0","1970-04-08",""
"1970-025SV","THORAD AGENA D DEB","42539","US","102.49","99.14","930","823","SMALL","0","1970-04-08",""
"1970-025SU","THORAD AGENA D DEB","42538","US","106.35","99.93","1058","1057","SMALL","0","1970-04-08",""
"1970-025ST","THORAD AGENA D DEB","42537","US","104.45","100.03","973","964","SMALL","0","1970-04-08",""
"1970-025SS","THORAD AGENA D DEB","42536","US","103.31","99.54","967","863","SMALL","0","1970-04-08",""
"1970-025SR","THORAD AGENA D DEB","42535","US","104.98","99.90","1054","932","SMALL","0","1970-04-08",""
"1970-025SQ","THORAD AGENA D DEB","42534","US","111.21","101.73","1429","1136","SMALL","0","1970-04-08",""
"1970-025SP","THORAD AGENA D DEB","42533","US","104.31","99.74","1070","854","SMALL","0","1970-04-08",""
"1970-025SN","THORAD AGENA D DEB","42532","US","103.34","99.94","918","916","SMALL","0","1970-04-08",""
"1970-025SM","THORAD AGENA D DEB","42531","US","106.76","99.55","1116","1037","SMALL","0","1970-04-08",""
"1970-025SL","THORAD AGENA D DEB","42530","US","105.20","99.86","1220","787","SMALL","0","1970-04-08",""
"1970-025SK","THORAD AGENA D DEB","42529","US","104.76","98.68","1142","824","SMALL","0","1970-04-08",""
"1970-025SJ","THORAD AGENA D DEB","42528","US","100.88","99.72","822","778","SMALL","0","1970-04-08",""
"1970-025SH","THORAD AGENA D DEB","42527","US","101.62","99.20","861","810","SMALL","0","1970-04-08",""
"1970-025SG","THORAD AGENA D DEB","42526","US","103.63","99.81","997","864","SMALL","0","1970-04-08",""
"1970-025SF","THORAD AGENA D DEB","42525","US","97.63","99.87","749","542","SMALL","0","1970-04-08",""
"1970-025SE","THORAD AGENA D DEB","42524","US","105.35","99.78","1036","986","SMALL","0","1970-04-08",""
"1970-025SD","THORAD AGENA D DEB","42523","US","104.84","100.02","1008","966","SMALL","0","1970-04-08",""
"1970-025SC","THORAD AGENA D DEB","42522","US","105.73","99.62","1052","1005","SMALL","0","1970-04-08",""
"1970-025SB","THORAD AGENA D DEB","42521","US","104.59","99.91","987","964","SMALL","0","1970-04-08",""
"1970-025SA","THORAD AGENA D DEB","42520","US","104.42","100.30","1039","895","SMALL","0","1970-04-08",""
"1970-025RZ","THORAD AGENA D DEB","42519","US","104.41","99.49","982","952","SMALL","0","1970-04-08",""
"1970-025RY","THORAD AGENA D DEB","42518","US","105.06","100.46","1031","963","SMALL","0","1970-04-08",""
"1970-025RX","THORAD AGENA D DEB","42517","US","107.40","100.27","1173","1040","SMALL","0","1970-04-08",""
"1970-025RW","THORAD AGENA D DEB","42516","US","106.29","99.72","1100","1009","SMALL","0","1970-04-08",""
"1970-025RV","THORAD AGENA D DEB","42515","US","106.61","99.33","1101","1038","SMALL","0","1970-04-08",""
"1970-025RU","THORAD AGENA D DEB","42514","US","108.95","99.35","1320","1036","SMALL","0","1970-04-08",""
"1970-025RT","THORAD AGENA D DEB","42513","US","104.02","100.00","959","938","SMALL","0","1970-04-08",""
"1970-025RS","THORAD AGENA D DEB","42512","US","107.19","99.97","1102","1091","SMALL","0","1970-04-08",""
"1970-025RR","THORAD AGENA D DEB","42511","US","113.34","100.17","1741","1019","SMALL","0","1970-04-08",""
"1970-025RQ","THORAD AGENA D DEB","42510","US","104.61","100.05","979","973","SMALL","0","1970-04-08",""
"1970-025RP","THORAD AGENA D DEB","42509","US","106.61","100.05","1164","975","SMALL","0","1970-04-08",""
"1970-025RN","THORAD AGENA D DEB","42508","US","103.64","99.80","1020","841","SMALL","0","1970-04-08",""
"1970-025RM","THORAD AGENA D DEB","42507","US","100.56","99.22","825","745","SMALL","0","1970-04-08",""
"1970-025RL","THORAD AGENA D DEB","42506","US","104.41","99.71","1007","927","SMALL","0","1970-04-08",""
"1970-025RK","THORAD AGENA D DEB","42505","US","106.07","100.26","1078","1012","SMALL","0","1970-04-08",""
